"netstat"  -antup
"netstat" -antup
"netstat"-antup
'netstat'  -antup
'netstat' -antup
'netstat'-antup
/bin/"netstat"  -antup
/bin/"netstat" -antup
/bin/"netstat"-antup
/bin/'netstat'  -antup
/bin/'netstat' -antup
/bin/'netstat'-antup
/bin/n""etstat  -antup
/bin/n""etstat -antup
/bin/n""etstat-antup
/bin/n''etstat  -antup
/bin/n''etstat -antup
/bin/n''etstat-antup
/bin/netstat  -antup
/bin/netstat -antup
/bin/netstat-antup
/usr/bin/"netstat"  -antup
/usr/bin/"netstat" -antup
/usr/bin/"netstat"-antup
/usr/bin/'netstat'  -antup
/usr/bin/'netstat' -antup
/usr/bin/'netstat'-antup
/usr/bin/n""etstat  -antup
/usr/bin/n""etstat -antup
/usr/bin/n""etstat-antup
/usr/bin/n''etstat  -antup
/usr/bin/n''etstat -antup
/usr/bin/n''etstat-antup
/usr/bin/netstat  -antup
/usr/bin/netstat -antup
/usr/bin/netstat-antup
command "netstat"  -antup
command "netstat" -antup
command "netstat"-antup
command 'netstat'  -antup
command 'netstat' -antup
command 'netstat'-antup
command n""etstat  -antup
command n""etstat -antup
command n""etstat-antup
command n''etstat  -antup
command n''etstat -antup
command n''etstat-antup
command netstat  -antup
command netstat -antup
command netstat-antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_0 && /tmp/tmp_bin_0 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_1 && /tmp/tmp_bin_1 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_10 && /tmp/tmp_bin_10 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_100 && /tmp/tmp_bin_100 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_101 && /tmp/tmp_bin_101 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_102 && /tmp/tmp_bin_102 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_103 && /tmp/tmp_bin_103 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_104 && /tmp/tmp_bin_104 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_105 && /tmp/tmp_bin_105 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_106 && /tmp/tmp_bin_106 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_107 && /tmp/tmp_bin_107 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_108 && /tmp/tmp_bin_108 -antup
cp $(which netstat 2>/dev/null || echo netstat) /tmp/tmp_bin_109 && /tmp/tmp_bin_109 -antup
