"rm"  ~/.bash_history
"rm" ~/.bash_history
"rm"~/.bash_history
'rm'  ~/.bash_history
'rm' ~/.bash_history
'rm'~/.bash_history
/bin/"rm"  ~/.bash_history
/bin/"rm" ~/.bash_history
/bin/"rm"~/.bash_history
/bin/'rm'  ~/.bash_history
/bin/'rm' ~/.bash_history
/bin/'rm'~/.bash_history
/bin/r""m  ~/.bash_history
/bin/r""m ~/.bash_history
/bin/r""m~/.bash_history
/bin/r''m  ~/.bash_history
/bin/r''m ~/.bash_history
/bin/r''m~/.bash_history
/bin/rm  ~/.bash_history
/bin/rm ~/.bash_history
/bin/rm~/.bash_history
/usr/bin/"rm"  ~/.bash_history
/usr/bin/"rm" ~/.bash_history
/usr/bin/"rm"~/.bash_history
/usr/bin/'rm'  ~/.bash_history
/usr/bin/'rm' ~/.bash_history
/usr/bin/'rm'~/.bash_history
/usr/bin/r""m  ~/.bash_history
/usr/bin/r""m ~/.bash_history
/usr/bin/r""m~/.bash_history
/usr/bin/r''m  ~/.bash_history
/usr/bin/r''m ~/.bash_history
/usr/bin/r''m~/.bash_history
/usr/bin/rm  ~/.bash_history
/usr/bin/rm ~/.bash_history
/usr/bin/rm~/.bash_history
command "rm"  ~/.bash_history
command "rm" ~/.bash_history
command "rm"~/.bash_history
command 'rm'  ~/.bash_history
command 'rm' ~/.bash_history
command 'rm'~/.bash_history
command r""m  ~/.bash_history
command r""m ~/.bash_history
command r""m~/.bash_history
command r''m  ~/.bash_history
command r''m ~/.bash_history
command r''m~/.bash_history
command rm  ~/.bash_history
command rm ~/.bash_history
command rm~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_0 && /tmp/tmp_bin_0 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_1 && /tmp/tmp_bin_1 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_10 && /tmp/tmp_bin_10 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_100 && /tmp/tmp_bin_100 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_101 && /tmp/tmp_bin_101 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_102 && /tmp/tmp_bin_102 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_103 && /tmp/tmp_bin_103 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_104 && /tmp/tmp_bin_104 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_105 && /tmp/tmp_bin_105 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_106 && /tmp/tmp_bin_106 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_107 && /tmp/tmp_bin_107 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_108 && /tmp/tmp_bin_108 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_109 && /tmp/tmp_bin_109 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_11 && /tmp/tmp_bin_11 ~/.bash_history
cp $(which rm 2>/dev/null || echo rm) /tmp/tmp_bin_110 && /tmp/tmp_bin_110 ~/.bash_history
